aset,bset,class,conf,meas
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.25,3.25
FOREIGN_WORKER=yes,DURATION=le_17d6 RESIDENCE_SINCE=from_1d6_le_2d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.25,3.25
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2,CREDIT=bad,0.75,3.25
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.9,3.24
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=le_17d6 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.36,3.24
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid RESIDENCE_SINCE=from_1d6_le_2d2 AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.4,3.24
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.29,3.24
PERSONAL_STATUS=female_div_sep_mar,PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none HOUSING=own OWN_TELEPHONE=none,CREDIT=bad,0.31,3.24
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 AGE=from_30d2_le_41d4,CREDIT=bad,0.54,3.24
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.35,3.23
FOREIGN_WORKER=yes,PURPOSE=new_car HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.4,3.23
FOREIGN_WORKER=yes,PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=life_insurance OWN_TELEPHONE=none,CREDIT=bad,0.64,3.23
FOREIGN_WORKER=yes,PURPOSE=new_car EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.64,3.23
FOREIGN_WORKER=yes,PURPOSE=new_car EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.46,3.23
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 AGE=from_30d2_le_41d4,CREDIT=bad,0.53,3.23
FOREIGN_WORKER=yes,OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.3,3.22
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.53,3.22
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 JOB=skilled,CREDIT=bad,0.56,3.22
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid AGE=le_30d2 OWN_TELEPHONE=none,CREDIT=bad,0.35,3.21
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=furniture_or_equipment SAVINGS_STATUS=lt_100 AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.45,3.21
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid OTHER_PAYMENT_PLANS=none JOB=skilled,CREDIT=bad,0.32,3.21
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 EMPLOYMENT=from_1_lt_4 PROPERTY_MAGNITUDE=real_estate NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.5,3.21
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=lt_1 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.85,3.21
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 OTHER_PAYMENT_PLANS=none HOUSING=rent,CREDIT=bad,0.68,3.2
FOREIGN_WORKER=yes,EMPLOYMENT=from_1_lt_4 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.29,3.2
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid AGE=le_30d2 OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.35,3.2
FOREIGN_WORKER=yes,DURATION=le_17d6 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.22,3.2
FOREIGN_WORKER=yes,AGE=le_30d2 EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.35,3.2
FOREIGN_WORKER=yes,PURPOSE=new_car EXISTING_CREDITS=from_1d6_le_2d2,CREDIT=bad,0.4,3.2
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=le_1d6 HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=good,0.8,3.2
FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=life_insurance NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.4,3.2
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_AMOUNT=le_38848d8 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6,CREDIT=bad,0.2,3.2
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid RESIDENCE_SINCE=from_1d6_le_2d2 HOUSING=own OWN_TELEPHONE=none,CREDIT=bad,0.35,3.2
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car HOUSING=own,CREDIT=bad,0.53,3.2
PERSONAL_STATUS=female_div_sep_mar,DURATION=le_17d6 EMPLOYMENT=lt_1 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.4,3.2
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.52,3.19
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.31,3.19
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.31,3.19
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.53,3.18
FOREIGN_WORKER=yes,DURATION=le_17d6 OTHER_PAYMENT_PLANS=none HOUSING=own OWN_TELEPHONE=none,CREDIT=bad,0.16,3.18
FOREIGN_WORKER=yes,CREDIT_HISTORY=critical_or_other_existing_credit PURPOSE=new_car SAVINGS_STATUS=lt_100,CREDIT=bad,0.31,3.18
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.45,3.18
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_AMOUNT=le_38848d8 OTHER_PAYMENT_PLANS=none HOUSING=own,CREDIT=bad,0.15,3.18
FOREIGN_WORKER=yes,PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.53,3.18
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 AGE=le_30d2,CREDIT=bad,0.39,3.17
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.73,3.17
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 OWN_TELEPHONE=none,CREDIT=bad,0.35,3.17
FOREIGN_WORKER=yes,EXISTING_CREDITS=le_1d6 JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.35,3.17
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PROPERTY_MAGNITUDE=real_estate EXISTING_CREDITS=le_1d6 JOB=skilled,CREDIT=bad,0.66,3.16
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.41,3.16
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 EXISTING_CREDITS=from_1d6_le_2d2 OWN_TELEPHONE=none,CREDIT=bad,0.63,3.16
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_AMOUNT=le_38848d8 JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.24,3.16
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.59,3.16
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.39,3.16
FOREIGN_WORKER=yes,PURPOSE=new_car RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.35,3.16
FOREIGN_WORKER=yes,AGE=le_30d2 JOB=skilled,CREDIT=bad,0.35,3.16
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2,CREDIT=bad,0.59,3.16
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 AGE=from_30d2_le_41d4,CREDIT=bad,0.52,3.15
PERSONAL_STATUS=female_div_sep_mar,DURATION=le_17d6 EMPLOYMENT=lt_1 OWN_TELEPHONE=none,CREDIT=bad,0.39,3.15
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=furniture_or_equipment RESIDENCE_SINCE=gt_2d8 AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.48,3.15
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 PROPERTY_MAGNITUDE=real_estate JOB=skilled,CREDIT=bad,0.65,3.15
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 AGE=from_30d2_le_41d4 OWN_TELEPHONE=none,CREDIT=bad,0.45,3.15
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2 JOB=skilled,CREDIT=bad,0.73,3.15
FOREIGN_WORKER=yes,AGE=le_30d2 HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.35,3.15
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=life_insurance OWN_TELEPHONE=none,CREDIT=bad,0.39,3.15
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 AGE=from_30d2_le_41d4,CREDIT=bad,0.31,3.14
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.45,3.14
FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 JOB=skilled,CREDIT=bad,0.31,3.14
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2,CREDIT=bad,0.54,3.14
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=lt_1 AGE=le_30d2 EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.47,3.14
FOREIGN_WORKER=yes,DURATION=le_17d6 JOB=skilled,CREDIT=bad,0.2,3.14
FOREIGN_WORKER=yes,PURPOSE=new_car HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.39,3.14
FOREIGN_WORKER=yes,PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.44,3.14
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 EMPLOYMENT=from_1_lt_4 PROPERTY_MAGNITUDE=real_estate,CREDIT=bad,0.48,3.14
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 EMPLOYMENT=from_1_lt_4 PROPERTY_MAGNITUDE=real_estate,CREDIT=bad,0.48,3.14
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100,CREDIT=bad,0.31,3.14
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.31,3.14
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2,CREDIT=bad,0.78,3.14
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 RESIDENCE_SINCE=from_1d6_le_2d2 HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.28,3.14
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.78,3.14
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car EMPLOYMENT=from_1_lt_4 AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.78,3.14
FOREIGN_WORKER=yes,EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=gt_2d8 AGE=from_30d2_le_41d4 OWN_TELEPHONE=none,CREDIT=bad,0.39,3.14
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_HISTORY=existing_paid EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.26,3.14
FOREIGN_WORKER=yes,DURATION=le_17d6 OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.22,3.13
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=from_0_lt_200 RESIDENCE_SINCE=gt_2d8 HOUSING=rent,CREDIT=bad,0.58,3.13
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=from_0_lt_200 RESIDENCE_SINCE=gt_2d8 HOUSING=rent,CREDIT=bad,0.58,3.13
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid AGE=le_30d2 HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.34,3.13
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=no_checking OTHER_PAYMENT_PLANS=none JOB=skilled,CREDIT=bad,0.13,3.13
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.52,3.13
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=le_17d6 PURPOSE=new_car,CREDIT=bad,0.44,3.13
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 AGE=le_30d2 JOB=unskilled_resident NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.64,3.12
PERSONAL_STATUS=female_div_sep_mar,CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 PROPERTY_MAGNITUDE=real_estate,CREDIT=bad,0.37,3.12
FOREIGN_WORKER=yes,PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent,CREDIT=bad,0.62,3.12
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4 PROPERTY_MAGNITUDE=real_estate,CREDIT=bad,0.37,3.12
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.62,3.12
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 AGE=le_30d2 OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.31,3.12
FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 JOB=skilled NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.34,3.12
FOREIGN_WORKER=yes,DURATION=le_17d6 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.22,3.12
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid AGE=le_30d2 HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.34,3.12
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=le_17d6 SAVINGS_STATUS=lt_100,CREDIT=bad,0.39,3.12
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.65,3.12
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2,CREDIT=bad,0.48,3.12
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car EXISTING_CREDITS=from_1d6_le_2d2,CREDIT=bad,0.52,3.12
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=gt_2d8 HOUSING=own,CREDIT=bad,0.31,3.11
FOREIGN_WORKER=yes,PROPERTY_MAGNITUDE=life_insurance OTHER_PAYMENT_PLANS=none EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.38,3.11
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=no_checking CREDIT_HISTORY=existing_paid OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.2,3.11
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=no_checking CREDIT_HISTORY=existing_paid OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.2,3.11
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 OWN_TELEPHONE=none,CREDIT=bad,0.34,3.11
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_HISTORY=existing_paid OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.23,3.11
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.38,3.11
FOREIGN_WORKER=yes,EMPLOYMENT=from_1_lt_4 HOUSING=rent,CREDIT=bad,0.44,3.11
FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=from_1d6_le_2d2 AGE=from_30d2_le_41d4 OWN_TELEPHONE=none,CREDIT=bad,0.44,3.11
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid PROPERTY_MAGNITUDE=real_estate JOB=skilled,CREDIT=bad,0.66,3.11
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.51,3.11
FOREIGN_WORKER=yes,DURATION=le_17d6 JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.23,3.11
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 OTHER_PAYMENT_PLANS=none HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.51,3.1
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.54,3.1
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 JOB=skilled,CREDIT=bad,0.51,3.1
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid AGE=le_30d2 OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.34,3.09
FOREIGN_WORKER=yes,OTHER_PAYMENT_PLANS=none HOUSING=own,CREDIT=bad,0.23,3.09
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.22,3.09
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.2,3.09
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid EMPLOYMENT=from_1_lt_4 RESIDENCE_SINCE=from_1d6_le_2d2 AGE=le_30d2,CREDIT=bad,0.68,3.09
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.52,3.08
FOREIGN_WORKER=yes,AGE=le_30d2 OTHER_PAYMENT_PLANS=none HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.34,3.08
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 RESIDENCE_SINCE=gt_2d8 OTHER_PAYMENT_PLANS=none HOUSING=rent,CREDIT=bad,0.51,3.08
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 AGE=from_30d2_le_41d4,CREDIT=bad,0.51,3.08
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid RESIDENCE_SINCE=from_1d6_le_2d2 AGE=le_30d2 HOUSING=own,CREDIT=bad,0.44,3.08
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 HOUSING=own OWN_TELEPHONE=none,CREDIT=bad,0.3,3.07
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 PROPERTY_MAGNITUDE=life_insurance HOUSING=rent,CREDIT=good,0.76,3.07
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PROPERTY_MAGNITUDE=life_insurance HOUSING=rent,CREDIT=good,0.76,3.07
FOREIGN_WORKER=yes,PURPOSE=new_car SAVINGS_STATUS=lt_100 AGE=from_30d2_le_41d4,CREDIT=bad,0.38,3.07
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.38,3.07
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car AGE=le_30d2 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.76,3.07
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 EXISTING_CREDITS=from_1d6_le_2d2,CREDIT=bad,0.34,3.07
PERSONAL_STATUS=female_div_sep_mar,PROPERTY_MAGNITUDE=real_estate AGE=le_30d2 EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.45,3.07
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=no_checking OTHER_PAYMENT_PLANS=none JOB=skilled,CREDIT=bad,0.13,3.07
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.34,3.06
FOREIGN_WORKER=yes,DURATION=le_17d6 CREDIT_AMOUNT=le_38848d8 JOB=skilled,CREDIT=bad,0.2,3.06
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=furniture_or_equipment EMPLOYMENT=from_1_lt_4 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.55,3.06
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PROPERTY_MAGNITUDE=real_estate EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.65,3.06
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.35,3.06
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.35,3.06
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.29,3.06
FOREIGN_WORKER=yes,RESIDENCE_SINCE=from_1d6_le_2d2 EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.34,3.06
FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.38,3.05
FOREIGN_WORKER=yes,CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 EXISTING_CREDITS=le_1d6 OWN_TELEPHONE=none,CREDIT=bad,0.38,3.05
FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid PURPOSE=new_car HOUSING=own EXISTING_CREDITS=le_1d6,CREDIT=bad,0.43,3.05
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.61,3.05
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.61,3.05
FOREIGN_WORKER=yes,AGE=le_30d2 OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.33,3.05
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PROPERTY_MAGNITUDE=real_estate OTHER_PAYMENT_PLANS=none OWN_TELEPHONE=none,CREDIT=bad,0.33,3.05
