aset,bset,class,conf,measure
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PURPOSE=new_car CREDIT_AMOUNT=le_38848d8,CREDIT=bad,0.66,1.52
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=from_0_lt_200 PROPERTY_MAGNITUDE=life_insurance EXISTING_CREDITS=le_1d6,CREDIT=bad,0.68,1.52
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PURPOSE=new_car NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.8,1.52
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=from_0_lt_200 EMPLOYMENT=lt_1 AGE=le_30d2,CREDIT=bad,0.63,1.52
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=from_0_lt_200 EMPLOYMENT=lt_1 AGE=le_30d2,CREDIT=bad,0.63,1.52
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 PURPOSE=new_car,CREDIT=bad,0.76,1.52
PERSONAL_STATUS=female_div_sep_mar,DURATION=gt_31d2 CREDIT_AMOUNT=from_38848d8_le_7519d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.68,1.51
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=gt_31d2 CREDIT_AMOUNT=from_38848d8_le_7519d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.68,1.51
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent,CREDIT=bad,0.75,1.51
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=lt_1 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=gt_2d8 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.65,1.51
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.68,1.51
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PURPOSE=new_car AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.68,1.51
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=gt_2d8 HOUSING=rent,CREDIT=bad,0.68,1.51
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=from_0_lt_200 AGE=le_30d2 HOUSING=rent NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.64,1.5
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 OWN_TELEPHONE=none,CREDIT=bad,0.68,1.5
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=bank JOB=skilled,CREDIT=bad,0.75,1.5
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=lt_1 PROPERTY_MAGNITUDE=car OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.63,1.5
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,EMPLOYMENT=lt_1 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.68,1.49
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=lt_1 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=gt_2d8,CREDIT=bad,0.68,1.49
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 AGE=le_30d2 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.58,1.49
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car AGE=le_30d2 HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.7,1.48
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 EMPLOYMENT=lt_1,CREDIT=bad,0.65,1.48
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=from_0_lt_200 EMPLOYMENT=lt_1 AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.61,1.48
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.73,1.47
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 SAVINGS_STATUS=lt_100 HOUSING=rent,CREDIT=bad,0.73,1.47
PERSONAL_STATUS=female_div_sep_mar,PROPERTY_MAGNITUDE=car AGE=le_30d2 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.59,1.47
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8 OWN_TELEPHONE=none,CREDIT=bad,0.73,1.47
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=bank OWN_TELEPHONE=none,CREDIT=bad,0.73,1.47
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=lt_1 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=gt_2d8 AGE=le_30d2,CREDIT=bad,0.73,1.47
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 SAVINGS_STATUS=lt_100 HOUSING=rent JOB=skilled,CREDIT=bad,0.73,1.47
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car RESIDENCE_SINCE=gt_2d8 AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.68,1.47
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car,CREDIT=bad,0.69,1.47
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=gt_31d2 RESIDENCE_SINCE=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.72,1.47
PERSONAL_STATUS=female_div_sep_mar,DURATION=gt_31d2 RESIDENCE_SINCE=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.72,1.47
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 AGE=from_30d2_le_41d4 JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.73,1.46
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 OTHER_PAYMENT_PLANS=none NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.66,1.46
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=lt_1 RESIDENCE_SINCE=gt_2d8 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.73,1.46
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=gt_31d2 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=yes,CREDIT=bad,0.68,1.46
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car RESIDENCE_SINCE=from_1d6_le_2d2 HOUSING=own NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.63,1.45
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent,CREDIT=bad,0.59,1.45
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent,CREDIT=bad,0.59,1.45
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent,CREDIT=bad,0.6,1.45
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid PURPOSE=new_car NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.72,1.45
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 AGE=from_30d2_le_41d4,CREDIT=bad,0.68,1.45
FOREIGN_WORKER=yes,PURPOSE=new_car RESIDENCE_SINCE=from_1d6_le_2d2 PROPERTY_MAGNITUDE=life_insurance,CREDIT=bad,0.72,1.44
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=none,CREDIT=bad,0.72,1.44
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PURPOSE=new_car PROPERTY_MAGNITUDE=life_insurance NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.64,1.44
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2,CREDIT=bad,0.63,1.43
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.62,1.43
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.65,1.43
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PURPOSE=new_car OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.63,1.43
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent,CREDIT=bad,0.71,1.42
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.65,1.42
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=lt_1 PROPERTY_MAGNITUDE=car OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.6,1.42
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,EMPLOYMENT=lt_1 PROPERTY_MAGNITUDE=car OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.6,1.42
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid EMPLOYMENT=from_1_lt_4 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.63,1.42
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=from_1d6_le_2d2 JOB=skilled,CREDIT=bad,0.7,1.41
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 AGE=le_30d2,CREDIT=bad,0.64,1.41
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=all_paid,CREDIT=bad,0.7,1.41
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.7,1.41
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 PURPOSE=new_car,CREDIT=bad,0.62,1.41
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car,CREDIT=bad,0.62,1.41
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.72,1.41
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.72,1.41
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.72,1.4
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 HOUSING=rent NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.7,1.4
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car SAVINGS_STATUS=lt_100 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.7,1.4
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.69,1.39
PERSONAL_STATUS=female_div_sep_mar,DURATION=gt_31d2 SAVINGS_STATUS=lt_100 OWN_TELEPHONE=yes,CREDIT=bad,0.8,1.39
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 OTHER_PAYMENT_PLANS=none JOB=skilled,CREDIT=bad,0.64,1.38
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PURPOSE=new_car,CREDIT=bad,0.66,1.38
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.81,1.38
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=gt_2d8 HOUSING=rent NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.57,1.38
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=from_0_lt_200 SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.61,1.37
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.66,1.37
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car OTHER_PAYMENT_PLANS=none HOUSING=rent NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.61,1.37
FOREIGN_WORKER=yes,PURPOSE=new_car RESIDENCE_SINCE=from_1d6_le_2d2 PROPERTY_MAGNITUDE=life_insurance NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.68,1.37
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.66,1.37
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car AGE=le_30d2 EXISTING_CREDITS=le_1d6 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.64,1.37
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 OWN_TELEPHONE=none,CREDIT=bad,0.68,1.36
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 HOUSING=rent JOB=skilled,CREDIT=bad,0.68,1.36
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=gt_31d2 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.73,1.36
PERSONAL_STATUS=female_div_sep_mar,DURATION=gt_31d2 SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.73,1.36
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 EMPLOYMENT=lt_1 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.68,1.36
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CREDIT_HISTORY=existing_paid PURPOSE=new_car SAVINGS_STATUS=lt_100,CREDIT=bad,0.63,1.36
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid PURPOSE=new_car SAVINGS_STATUS=lt_100,CREDIT=bad,0.63,1.36
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 EMPLOYMENT=lt_1 RESIDENCE_SINCE=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.56,1.36
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.59,1.36
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid CREDIT_AMOUNT=le_38848d8,CREDIT=bad,0.63,1.36
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid AGE=le_30d2 HOUSING=rent,CREDIT=bad,0.54,1.36
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 SAVINGS_STATUS=lt_100 AGE=le_30d2 HOUSING=rent,CREDIT=bad,0.68,1.36
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 SAVINGS_STATUS=lt_100 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.68,1.36
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2 HOUSING=rent,CREDIT=bad,0.68,1.36
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 EMPLOYMENT=lt_1 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.68,1.36
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 EMPLOYMENT=from_1_lt_4,CREDIT=bad,0.68,1.36
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 EMPLOYMENT=from_1_lt_4 OWN_TELEPHONE=none,CREDIT=bad,0.68,1.36
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car JOB=skilled,CREDIT=bad,0.75,1.35
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.6,1.35
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 AGE=from_30d2_le_41d4 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.73,1.35
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 AGE=from_30d2_le_41d4 JOB=skilled,CREDIT=bad,0.67,1.35
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=from_1d6_le_2d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.67,1.35
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 SAVINGS_STATUS=lt_100 HOUSING=rent JOB=skilled,CREDIT=bad,0.67,1.35
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car SAVINGS_STATUS=lt_100,CREDIT=bad,0.7,1.35
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8 JOB=skilled,CREDIT=bad,0.7,1.35
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.75,1.35
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 EMPLOYMENT=from_1_lt_4 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.62,1.34
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.61,1.34
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 AGE=le_30d2 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.58,1.34
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,PURPOSE=new_car SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.68,1.34
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,DURATION=gt_31d2 SAVINGS_STATUS=lt_100 OWN_TELEPHONE=yes,CREDIT=bad,0.78,1.34
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.6,1.33
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid PURPOSE=new_car SAVINGS_STATUS=lt_100 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.61,1.33
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.65,1.33
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 CREDIT_HISTORY=existing_paid,CREDIT=bad,0.63,1.33
PERSONAL_STATUS=female_div_sep_mar,SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=gt_2d8 HOUSING=rent JOB=skilled,CREDIT=bad,0.6,1.33
FOREIGN_WORKER=yes,PURPOSE=new_car HOUSING=rent JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.66,1.33
PERSONAL_STATUS=female_div_sep_mar,DURATION=gt_31d2 SAVINGS_STATUS=lt_100 NUM_DEPENDENTS=le_1d2 OWN_TELEPHONE=yes,CREDIT=bad,0.8,1.33
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 OWN_TELEPHONE=none,CREDIT=bad,0.72,1.33
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.66,1.33
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.66,1.33
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 PURPOSE=new_car RESIDENCE_SINCE=from_1d6_le_2d2,CREDIT=bad,0.66,1.33
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.66,1.33
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PURPOSE=new_car CREDIT_AMOUNT=le_38848d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.66,1.33
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8,CREDIT=bad,0.85,1.33
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PURPOSE=new_car SAVINGS_STATUS=lt_100 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.64,1.33
PERSONAL_STATUS=female_div_sep_mar,DURATION=gt_31d2 SAVINGS_STATUS=lt_100 INSTALLMENT_COMMITMENT=gt_2d8 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.84,1.32
PERSONAL_STATUS=female_div_sep_mar,INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=gt_2d8 HOUSING=rent JOB=skilled,CREDIT=bad,0.62,1.32
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8,CREDIT=bad,0.64,1.32
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 CREDIT_HISTORY=existing_paid INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=own,CREDIT=bad,0.62,1.32
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 HOUSING=rent OWN_TELEPHONE=none,CREDIT=bad,0.6,1.32
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 EXISTING_CREDITS=le_1d6,CREDIT=bad,0.84,1.31
PERSONAL_STATUS=female_div_sep_mar,PURPOSE=new_car PROPERTY_MAGNITUDE=life_insurance NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.61,1.31
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2,CREDIT=bad,0.65,1.31
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 INSTALLMENT_COMMITMENT=gt_2d8 AGE=le_30d2,CREDIT=bad,0.65,1.31
FOREIGN_WORKER=yes,INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent JOB=skilled OWN_TELEPHONE=none,CREDIT=bad,0.65,1.31
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 PURPOSE=new_car JOB=skilled NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.65,1.31
PERSONAL_STATUS=female_div_sep_mar FOREIGN_WORKER=yes,SAVINGS_STATUS=lt_100 RESIDENCE_SINCE=gt_2d8 HOUSING=rent,CREDIT=bad,0.57,1.31
PERSONAL_STATUS=female_div_sep_mar,DURATION=from_17d6_le_31d2 PURPOSE=new_car SAVINGS_STATUS=lt_100 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.68,1.31
PERSONAL_STATUS=female_div_sep_mar,CHECKING_STATUS=lt_0 PURPOSE=new_car INSTALLMENT_COMMITMENT=gt_2d8 OTHER_PAYMENT_PLANS=none,CREDIT=bad,0.75,1.31
PERSONAL_STATUS=female_div_sep_mar,EMPLOYMENT=lt_1 INSTALLMENT_COMMITMENT=gt_2d8 RESIDENCE_SINCE=gt_2d8 JOB=skilled,CREDIT=bad,0.7,1.31
PERSONAL_STATUS=female_div_sep_mar,CREDIT_HISTORY=existing_paid PURPOSE=new_car SAVINGS_STATUS=lt_100 NUM_DEPENDENTS=le_1d2,CREDIT=bad,0.63,1.31
FOREIGN_WORKER=yes,DURATION=from_17d6_le_31d2 CREDIT_AMOUNT=le_38848d8 SAVINGS_STATUS=lt_100 HOUSING=rent,CREDIT=bad,0.65,1.31
FOREIGN_WORKER=yes,CHECKING_STATUS=lt_0 CREDIT_AMOUNT=le_38848d8 INSTALLMENT_COMMITMENT=gt_2d8 HOUSING=rent,CREDIT=bad,0.65,1.31
